em_no,fl_no,date,cls
B0034,FB675,21,C
B0062,FB675,21,F
B0034,FB1861,21,C
B0062,FB1861,21,F
B0034,FB766,21,C
B0062,FB766,21,F
B0034,FB541,22,C
B0062,FB541,22,F
B0034,FB544,22,C
B0062,FB544,22,F
B0034,FB8559,23,C
B0062,FB8559,23,F
B0034,FB1000,23,C
B0062,FB1000,23,F
B0034,FB245,23,C
B0062,FB245,23,F
B0034,FB432,24,C
B0062,FB432,24,F
B0034,FB703,24,C
B0062,FB703,24,F
B0034,FB706,24,C
B0062,FB706,24,F
B0034,FB301,25,C
B0062,FB301,25,F
B0034,FB2158,25,C
B0062,FB2158,25,F
B0034,FB1103,25,C
B0062,FB1103,25,F
B0034,FB1104,25,C
B0062,FB1104,25,F
B0034,FB787,26,C
B0062,FB787,26,F
B0034,FB788,26,C
B0062,FB788,26,F
B0034,FB65,26,C
B0062,FB65,26,F
B0034,FB4875,26,C
B0062,FB4875,26,F
B0034,FB4876,27,C
B0062,FB4876,27,F
B0034,FB76,27,C
B0062,FB76,27,F
B0034,FB99,27,C
B0062,FB99,27,F
B0035,FB1145,1,C
B0063,FB1145,1,F
B0035,FB742,1,C
B0063,FB742,1,F
B0035,FB455,1,C
B0063,FB455,1,F
B0035,FB458,1,C
B0063,FB458,1,F
B0035,FB533,2,C
B0063,FB533,2,F
B0035,FB1621,2,C
B0063,FB1621,2,F
B0035,FB1622,2,C
B0063,FB1622,2,F
B0035,FB538,2,C
B0063,FB538,2,F
B0035,FB599,2,C
B0063,FB599,2,F
B0035,FB590,3,C
B0063,FB590,3,F
B0035,FB67,3,C
B0063,FB67,3,F
B0035,FB70,3,C
B0063,FB70,3,F
B0035,FB617,3,C
B0063,FB617,3,F
B0035,FB610,4,C
B0063,FB610,4,F
B0035,FB267,4,C
B0063,FB267,4,F
B0035,FB272,4,C
B0063,FB272,4,F
B0035,FB585,5,C
B0063,FB585,5,F
B0035,FB590,5,C
B0063,FB590,5,F
B0035,FB67,5,C
B0063,FB67,5,F
B0035,FB70,5,C
B0063,FB70,5,F
B0035,FB617,5,C
B0063,FB617,5,F
B0035,FB610,6,C
B0063,FB610,6,F
B0035,FB75,6,C
B0063,FB75,6,F
B0035,FB82,6,C
B0063,FB82,6,F
B0035,FB999,6,C
B0063,FB999,6,F
B0035,FB1000,8,C
B0063,FB1000,8,F
B0035,FB585,8,C
B0063,FB585,8,F
B0035,FB590,8,C
B0063,FB590,8,F
B0035,FB27,8,C
B0063,FB27,8,F
B0035,FB2176,9,C
B0063,FB2176,9,F
B0035,FB981,9,C
B0063,FB981,9,F
B0035,FB982,10,C
B0063,FB982,10,F
B0035,FB385,10,C
B0063,FB385,10,F
B0035,FB388,10,C
B0063,FB388,10,F
B0035,FB699,10,C
B0063,FB699,10,F
B0035,FB696,11,C
B0063,FB696,11,F
B0035,FB697,11,C
B0063,FB697,11,F
B0035,FB700,11,C
B0063,FB700,11,F
B0035,FB479,11,C
B0063,FB479,11,F
B0035,FB1734,12,C
B0063,FB1734,12,F
B0035,FB2178,12,C
B0063,FB2178,12,F
B0035,FB789,12,C
B0063,FB789,12,F
B0035,FB790,12,C
B0063,FB790,12,F
B0035,FB321,12,C
B0063,FB321,12,F
B0035,FB1181,13,C
B0063,FB1181,13,F
B0035,FB1182,13,C
B0063,FB1182,13,F
B0035,FB320,13,C
B0063,FB320,13,F
B0035,FB2159,13,C
B0063,FB2159,13,F
B0035,FB460,14,C
B0063,FB460,14,F
B0035,FB395,14,C
B0063,FB395,14,F
B0035,FB398,14,C
B0063,FB398,14,F
B0035,FB385,14,C
B0063,FB385,14,F
B0035,FB388,14,C
B0063,FB388,14,F
B0035,FB55,15,C
B0063,FB55,15,F
B0035,FB774,15,C
B0063,FB774,15,F
B0035,FB412,16,C
B0063,FB412,16,F
B0035,FB533,16,C
B0063,FB533,16,F
B0035,FB1621,16,C
B0063,FB1621,16,F
B0035,FB1622,16,C
B0063,FB1622,16,F
B0035,FB538,16,C
B0063,FB538,16,F
B0035,FB315,17,C
B0063,FB315,17,F
B0035,FB1181,17,C
B0063,FB1181,17,F
B0035,FB1182,17,C
B0063,FB1182,17,F
B0035,FB320,17,C
B0063,FB320,17,F
B0035,FB2159,17,C
B0063,FB2159,17,F
B0035,FB2158,18,C
B0063,FB2158,18,F
B0035,FB1103,18,C
B0063,FB1103,18,F
B0035,FB1104,18,C
B0063,FB1104,18,F
B0035,FB479,18,C
B0063,FB479,18,F
B0035,FB1734,19,C
B0063,FB1734,19,F
B0035,FB767,19,C
B0063,FB767,19,F
B0035,FB770,19,C
B0063,FB770,19,F
B0035,FB412,20,C
B0063,FB412,20,F
B0035,FB57,20,C
B0063,FB57,20,F
B0035,FB1142,20,C
B0063,FB1142,20,F
B0035,FB14,21,C
B0063,FB14,21,F
B0035,FB585,21,C
B0063,FB585,21,F
B0035,FB590,21,C
B0063,FB590,21,F
B0035,FB67,21,C
B0063,FB67,21,F
B0035,FB70,21,C
B0063,FB70,21,F
B0035,FB533,22,C
B0063,FB533,22,F
B0035,FB1621,22,C
B0063,FB1621,22,F
B0035,FB1622,22,C
B0063,FB1622,22,F
B0035,FB538,22,C
B0063,FB538,22,F
B0035,FB599,22,C
B0063,FB599,22,F
B0035,FB590,23,C
B0063,FB590,23,F
B0035,FB27,23,C
B0063,FB27,23,F
B0035,FB541,24,C
B0063,FB541,24,F
B0035,FB544,24,C
B0063,FB544,24,F
B0035,FB2176,25,C
B0063,FB2176,25,F
B0035,FB2177,25,C
B0063,FB2177,25,F
B0035,FB1731,26,C
B0063,FB1731,26,F
B0035,FB1734,26,C
B0063,FB1734,26,F
B0035,FB541,27,C
B0063,FB541,27,F
B0035,FB544,27,C
B0063,FB544,27,F
B0036,FB1795,1,C
B0064,FB1795,1,F
B0036,FB1796,1,C
B0064,FB1796,1,F
B0036,FB14,2,C
B0064,FB14,2,F
B0036,FB315,2,C
B0064,FB315,2,F
B0036,FB1181,2,C
B0064,FB1181,2,F
B0036,FB1182,2,C
B0064,FB1182,2,F
B0036,FB320,2,C
B0064,FB320,2,F
B0036,FB585,3,C
B0064,FB585,3,F
B0036,FB592,3,C
B0064,FB592,3,F
B0036,FB35,3,C
B0064,FB35,3,F
B0036,FB14,4,C
B0064,FB14,4,F
B0036,FB57,4,C
B0064,FB57,4,F
B0036,FB1142,4,C
B0064,FB1142,4,F
B0036,FB541,5,C
B0064,FB541,5,F
B0036,FB544,5,C
B0064,FB544,5,F
B0036,FB94,6,C
B0064,FB94,6,F
B0036,FB585,6,C
B0064,FB585,6,F
B0036,FB590,6,C
B0064,FB590,6,F
B0036,FB27,6,C
B0064,FB27,6,F
B0036,FB541,7,C
B0064,FB541,7,F
B0036,FB544,7,C
B0064,FB544,7,F
B0036,FB8559,8,C
B0064,FB8559,8,F
B0036,FB8558,8,C
B0064,FB8558,8,F
B0036,FB247,8,C
B0064,FB247,8,F
B0036,FB432,9,C
B0064,FB432,9,F
B0036,FB703,9,C
B0064,FB703,9,F
B0036,FB706,9,C
B0064,FB706,9,F
B0036,FB492,10,C
B0064,FB492,10,F
B0036,FB533,10,C
B0064,FB533,10,F
B0036,FB1621,10,C
B0064,FB1621,10,F
B0036,FB1622,10,C
B0064,FB1622,10,F
B0036,FB538,10,C
B0064,FB538,10,F
B0036,FB995,11,C
B0064,FB995,11,F
B0036,FB1208,11,C
B0064,FB1208,11,F
B0036,FB258,11,C
B0064,FB258,11,F
B0036,FB613,11,C
B0064,FB613,11,F
B0036,FB502,12,C
B0064,FB502,12,F
B0036,FB1605,12,C
B0064,FB1605,12,F
B0036,FB566,12,C
B0064,FB566,12,F
B0036,FB477,12,C
B0064,FB477,12,F
B0036,FB8560,13,C
B0064,FB8560,13,F
B0036,FB1795,13,C
B0064,FB1795,13,F
B0036,FB1796,13,C
B0064,FB1796,13,F
B0036,FB412,14,C
B0064,FB412,14,F
B0036,FB571,14,C
B0064,FB571,14,F
B0036,FB572,14,C
B0064,FB572,14,F
B0036,FB477,14,C
B0064,FB477,14,F
B0036,FB8560,15,C
B0064,FB8560,15,F
B0036,FB523,15,C
B0064,FB523,15,F
B0036,FB1867,15,C
B0064,FB1867,15,F
B0036,FB1864,15,C
B0064,FB1864,15,F
B0036,FB732,16,C
B0064,FB732,16,F
B0036,FB1605,16,C
B0064,FB1605,16,F
B0036,FB566,16,C
B0064,FB566,16,F
B0036,FB261,16,C
B0064,FB261,16,F
B0036,FB240,17,C
B0064,FB240,17,F
B0036,FB753,17,C
B0064,FB753,17,F
B0036,FB1173,17,C
B0064,FB1173,17,F
B0036,FB290,17,C
B0064,FB290,17,F
B0036,FB428,17,C
B0064,FB428,17,F
B0036,FB541,18,C
B0064,FB541,18,F
B0036,FB544,18,C
B0064,FB544,18,F
B0036,FB986,19,C
B0064,FB986,19,F
B0036,FB747,19,C
B0064,FB747,19,F
B0036,FB748,19,C
B0064,FB748,19,F
B0036,FB589,19,C
B0064,FB589,19,F
B0036,FB592,19,C
B0064,FB592,19,F
B0036,FB35,19,C
B0064,FB35,19,F
B0036,FB541,20,C
B0064,FB541,20,F
B0036,FB544,20,C
B0064,FB544,20,F
B0036,FB1167,21,C
B0064,FB1167,21,F
B0036,FB1168,21,C
B0064,FB1168,21,F
B0036,FB1167,22,C
B0064,FB1167,22,F
B0036,FB1168,22,C
B0064,FB1168,22,F
B0036,FB541,23,C
B0064,FB541,23,F
B0036,FB544,23,C
B0064,FB544,23,F
B0036,FB16,24,C
B0064,FB16,24,F
B0036,FB255,24,C
B0064,FB255,24,F
B0036,FB262,24,C
B0064,FB262,24,F
B0036,FB25,25,C
B0064,FB25,25,F
B0036,FB30,25,C
B0064,FB30,25,F
B0036,FB35,25,C
B0064,FB35,25,F
B0036,FB16,26,C
B0064,FB16,26,F
B0036,FB25,26,C
B0064,FB25,26,F
B0036,FB14,27,C
B0064,FB14,27,F
B0036,FB1103,27,C
B0064,FB1103,27,F
B0036,FB1104,27,C
B0064,FB1104,27,F
B0036,FB297,28,C
B0064,FB297,28,F
B0036,FB298,28,C
B0064,FB298,28,F
B0036,FB81,28,C
B0064,FB81,28,F
B0036,FB774,29,C
B0064,FB774,29,F
B0036,FB767,29,C
B0064,FB767,29,F
B0036,FB770,29,C
B0064,FB770,29,F
B0037,FB20,1,C
B0065,FB20,1,F
B0037,FB91,1,C
B0065,FB91,1,F
B0037,FB92,1,C
B0065,FB92,1,F
B0037,FB629,1,C
B0065,FB629,1,F
B0037,FB630,2,C
B0065,FB630,2,F
B0037,FB999,2,C
B0065,FB999,2,F
B0037,FB1000,4,C
B0065,FB1000,4,F
B0037,FB2153,4,C
B0065,FB2153,4,F
B0037,FB2154,4,C
B0065,FB2154,4,F
B0037,FB753,5,C
B0065,FB753,5,F
B0037,FB1173,5,C
B0065,FB1173,5,F
B0037,FB1174,5,C
B0065,FB1174,5,F
B0037,FB756,5,C
B0065,FB756,5,F
B0037,FB387,5,C
B0065,FB387,5,F
B0037,FB390,5,C
B0065,FB390,5,F
B0037,FB653,6,C
B0065,FB653,6,F
B0037,FB656,6,C
B0065,FB656,6,F
B0037,FB645,6,C
B0065,FB645,6,F
B0037,FB648,6,C
B0065,FB648,6,F
B0037,FB273,6,C
B0065,FB273,6,F
B0037,FB1203,7,C
B0065,FB1203,7,F
B0037,FB764,7,C
B0065,FB764,7,F
B0037,FB986,8,C
B0065,FB986,8,F
B0037,FB571,8,C
B0065,FB571,8,F
B0037,FB572,8,C
B0065,FB572,8,F
B0037,FB797,8,C
B0065,FB797,8,F
B0037,FB792,9,C
B0065,FB792,9,F
B0037,FB2153,9,C
B0065,FB2153,9,F
B0037,FB2154,9,C
B0065,FB2154,9,F
B0037,FB1103,9,C
B0065,FB1103,9,F
B0037,FB1104,9,C
B0065,FB1104,9,F
B0037,FB571,10,C
B0065,FB571,10,F
B0037,FB572,10,C
B0065,FB572,10,F
B0037,FB261,10,C
B0065,FB261,10,F
B0037,FB266,10,C
B0065,FB266,10,F
B0037,FB81,10,C
B0065,FB81,10,F
B0037,FB58,11,C
B0065,FB58,11,F
B0037,FB625,11,C
B0065,FB625,11,F
B0037,FB628,11,C
B0065,FB628,11,F
B0037,FB569,11,C
B0065,FB569,11,F
B0037,FB1606,12,C
B0065,FB1606,12,F
B0037,FB1169,12,C
B0065,FB1169,12,F
B0037,FB1170,12,C
B0065,FB1170,12,F
B0037,FB541,13,C
B0065,FB541,13,F
B0037,FB544,13,C
B0065,FB544,13,F
B0037,FB986,14,C
B0065,FB986,14,F
B0037,FB315,14,C
B0065,FB315,14,F
B0037,FB1181,14,C
B0065,FB1181,14,F
B0037,FB1182,14,C
B0065,FB1182,14,F
B0037,FB320,14,C
B0065,FB320,14,F
B0037,FB995,15,C
B0065,FB995,15,F
B0037,FB1208,15,C
B0065,FB1208,15,F
B0037,FB258,15,C
B0065,FB258,15,F
B0037,FB557,15,C
B0065,FB557,15,F
B0037,FB558,15,C
B0065,FB558,15,F
B0037,FB247,16,C
B0065,FB247,16,F
B0037,FB252,16,C
B0065,FB252,16,F
B0037,FB645,16,C
B0065,FB645,16,F
B0037,FB648,16,C
B0065,FB648,16,F
B0037,FB273,16,C
B0065,FB273,16,F
B0037,FB1203,17,C
B0065,FB1203,17,F
B0037,FB1206,17,C
B0065,FB1206,17,F
B0037,FB256,17,C
B0065,FB256,17,F
B0037,FB297,17,C
B0065,FB297,17,F
B0037,FB298,17,C
B0065,FB298,17,F
B0037,FB995,18,C
B0065,FB995,18,F
B0037,FB996,18,C
B0065,FB996,18,F
B0037,FB33,18,C
B0065,FB33,18,F
B0037,FB541,19,C
B0065,FB541,19,F
B0037,FB544,19,C
B0065,FB544,19,F
B0037,FB8559,20,C
B0065,FB8559,20,F
B0037,FB1000,20,C
B0065,FB1000,20,F
B0037,FB575,21,C
B0065,FB575,21,F
B0037,FB576,21,C
B0065,FB576,21,F
B0037,FB797,21,C
B0065,FB797,21,F
B0037,FB800,21,C
B0065,FB800,21,F
B0037,FB97,21,C
B0065,FB97,21,F
B0037,FB1795,22,C
B0065,FB1795,22,F
B0037,FB1796,22,C
B0065,FB1796,22,F
B0037,FB14,23,C
B0065,FB14,23,F
B0037,FB991,23,C
B0065,FB991,23,F
B0037,FB1731,24,C
B0065,FB1731,24,F
B0037,FB1734,24,C
B0065,FB1734,24,F
B0037,FB771,26,C
B0065,FB771,26,F
B0037,FB778,26,C
B0065,FB778,26,F
B0037,FB1731,27,C
B0065,FB1731,27,F
B0037,FB1872,27,C
B0065,FB1872,27,F
B0037,FB786,27,C
B0065,FB786,27,F
B0038,FB1605,1,C
B0066,FB1605,1,F
B0038,FB566,1,C
B0066,FB566,1,F
B0038,FB797,1,C
B0066,FB797,1,F
B0038,FB800,1,C
B0066,FB800,1,F
B0038,FB97,1,C
B0066,FB97,1,F
B0038,FB1145,2,C
B0066,FB1145,2,F
B0038,FB742,2,C
B0066,FB742,2,F
B0038,FB567,2,C
B0066,FB567,2,F
B0038,FB570,2,C
B0066,FB570,2,F
B0038,FB249,3,C
B0066,FB249,3,F
B0038,FB254,3,C
B0066,FB254,3,F
B0038,FB261,3,C
B0066,FB261,3,F
B0038,FB266,3,C
B0066,FB266,3,F
B0038,FB99,3,C
B0066,FB99,3,F
B0038,FB765,4,C
B0066,FB765,4,F
B0038,FB470,4,C
B0066,FB470,4,F
B0038,FB495,4,C
B0066,FB495,4,F
B0038,FB703,5,C
B0066,FB703,5,F
B0038,FB706,5,C
B0066,FB706,5,F
B0038,FB447,5,C
B0066,FB447,5,F
B0038,FB432,6,C
B0066,FB432,6,F
B0038,FB492,7,C
B0066,FB492,7,F
B0038,FB21,7,C
B0066,FB21,7,F
B0038,FB412,8,C
B0066,FB412,8,F
B0038,FB61,8,C
B0066,FB61,8,F
B0038,FB64,8,C
B0066,FB64,8,F
B0038,FB261,8,C
B0066,FB261,8,F
B0038,FB1702,9,C
B0066,FB1702,9,F
B0038,FB1605,9,C
B0066,FB1605,9,F
B0038,FB566,9,C
B0066,FB566,9,F
B0038,FB477,9,C
B0066,FB477,9,F
B0038,FB8560,10,C
B0066,FB8560,10,F
B0038,FB523,10,C
B0066,FB523,10,F
B0038,FB1867,10,C
B0066,FB1867,10,F
B0038,FB1864,10,C
B0066,FB1864,10,F
B0038,FB732,11,C
B0066,FB732,11,F
B0038,FB1605,11,C
B0066,FB1605,11,F
B0038,FB566,11,C
B0066,FB566,11,F
B0038,FB477,11,C
B0066,FB477,11,F
B0038,FB460,12,C
B0066,FB460,12,F
B0038,FB563,12,C
B0066,FB563,12,F
B0038,FB568,12,C
B0066,FB568,12,F
B0038,FB595,12,C
B0066,FB595,12,F
B0038,FB582,13,C
B0066,FB582,13,F
B0038,FB653,13,C
B0066,FB653,13,F
B0038,FB656,13,C
B0066,FB656,13,F
B0038,FB645,13,C
B0066,FB645,13,F
B0038,FB648,13,C
B0066,FB648,13,F
B0038,FB575,14,C
B0066,FB575,14,F
B0038,FB576,14,C
B0066,FB576,14,F
B0038,FB797,14,C
B0066,FB797,14,F
B0038,FB800,14,C
B0066,FB800,14,F
B0038,FB97,14,C
B0066,FB97,14,F
B0038,FB18,15,C
B0066,FB18,15,F
B0038,FB663,15,C
B0066,FB663,15,F
B0038,FB666,15,C
B0066,FB666,15,F
B0038,FB667,15,C
B0066,FB667,15,F
B0038,FB670,15,C
B0066,FB670,15,F
B0038,FB677,16,C
B0066,FB677,16,F
B0038,FB678,16,C
B0066,FB678,16,F
B0038,FB697,16,C
B0066,FB697,16,F
B0038,FB700,16,C
B0066,FB700,16,F
B0038,FB79,16,C
B0066,FB79,16,F
B0038,FB1693,17,C
B0066,FB1693,17,F
B0038,FB1868,17,C
B0066,FB1868,17,F
B0038,FB526,17,C
B0066,FB526,17,F
B0038,FB14,18,C
B0066,FB14,18,F
B0038,FB21,18,C
B0066,FB21,18,F
B0038,FB14,19,C
B0066,FB14,19,F
B0038,FB471,19,C
B0066,FB471,19,F
B0038,FB470,19,C
B0066,FB470,19,F
B0038,FB395,20,C
B0066,FB395,20,F
B0038,FB398,20,C
B0066,FB398,20,F
B0038,FB645,20,C
B0066,FB645,20,F
B0038,FB648,20,C
B0066,FB648,20,F
B0038,FB273,20,C
B0066,FB273,20,F
B0038,FB1203,21,C
B0066,FB1203,21,F
B0038,FB764,21,C
B0066,FB764,21,F
B0038,FB16,22,C
B0066,FB16,22,F
B0038,FB71,22,C
B0066,FB71,22,F
B0038,FB52,23,C
B0066,FB52,23,F
B0038,FB297,23,C
B0066,FB297,23,F
B0038,FB298,23,C
B0066,FB298,23,F
B0038,FB297,24,C
B0066,FB297,24,F
B0038,FB298,24,C
B0066,FB298,24,F
B0038,FB81,24,C
B0066,FB81,24,F
B0038,FB1693,25,C
B0066,FB1693,25,F
B0038,FB1872,25,C
B0066,FB1872,25,F
B0038,FB786,25,C
B0066,FB786,25,F
B0038,FB1141,26,C
B0066,FB1141,26,F
B0038,FB780,26,C
B0066,FB780,26,F
B0039,FB22,1,C
B0067,FB22,1,F
B0039,FB65,1,C
B0067,FB65,1,F
B0039,FB4875,1,C
B0067,FB4875,1,F
B0039,FB1146,3,C
B0067,FB1146,3,F
B0039,FB2178,3,C
B0067,FB2178,3,F
B0039,FB667,3,C
B0067,FB667,3,F
B0039,FB670,3,C
B0067,FB670,3,F
B0039,FB8569,3,C
B0067,FB8569,3,F
B0039,FB22,4,C
B0067,FB22,4,F
B0039,FB25,4,C
B0067,FB25,4,F
B0039,FB14,5,C
B0067,FB14,5,F
B0039,FB693,5,C
B0067,FB693,5,F
B0039,FB696,5,C
B0067,FB696,5,F
B0039,FB697,5,C
B0067,FB697,5,F
B0039,FB700,5,C
B0067,FB700,5,F
B0039,FB677,6,C
B0067,FB677,6,F
B0039,FB678,6,C
B0067,FB678,6,F
B0039,FB1103,6,C
B0067,FB1103,6,F
B0039,FB1104,6,C
B0067,FB1104,6,F
B0039,FB79,6,C
B0067,FB79,6,F
B0039,FB1693,7,C
B0067,FB1693,7,F
B0039,FB1872,7,C
B0067,FB1872,7,F
B0039,FB786,7,C
B0067,FB786,7,F
B0039,FB541,8,C
B0067,FB541,8,F
B0039,FB544,8,C
B0067,FB544,8,F
B0039,FB8559,9,C
B0067,FB8559,9,F
B0039,FB8560,9,C
B0067,FB8560,9,F
B0039,FB14,10,C
B0067,FB14,10,F
B0039,FB555,10,C
B0067,FB555,10,F
B0039,FB556,10,C
B0067,FB556,10,F
B0039,FB297,10,C
B0067,FB297,10,F
B0039,FB292,11,C
B0067,FB292,11,F
B0039,FB253,11,C
B0067,FB253,11,F
B0039,FB1209,11,C
B0067,FB1209,11,F
B0039,FB1206,12,C
B0067,FB1206,12,F
B0039,FB260,12,C
B0067,FB260,12,F
B0039,FB617,12,C
B0067,FB617,12,F
B0039,FB602,13,C
B0067,FB602,13,F
B0039,FB555,13,C
B0067,FB555,13,F
B0039,FB556,15,C
B0067,FB556,15,F
B0039,FB297,15,C
B0067,FB297,15,F
B0039,FB298,15,C
B0067,FB298,15,F
B0039,FB81,15,C
B0067,FB81,15,F
B0039,FB1693,16,C
B0067,FB1693,16,F
B0039,FB1872,16,C
B0067,FB1872,16,F
B0039,FB786,16,C
B0067,FB786,16,F
B0039,FB14,17,C
B0067,FB14,17,F
B0039,FB377,17,C
B0067,FB377,17,F
B0039,FB378,17,C
B0067,FB378,17,F
B0039,FB493,17,C
B0067,FB493,17,F
B0039,FB492,18,C
B0067,FB492,18,F
B0039,FB377,18,C
B0067,FB377,18,F
B0039,FB378,18,C
B0067,FB378,18,F
B0039,FB493,18,C
B0067,FB493,18,F
B0039,FB703,19,C
B0067,FB703,19,F
B0039,FB706,19,C
B0067,FB706,19,F
B0039,FB447,19,C
B0067,FB447,19,F
B0039,FB432,20,C
B0067,FB432,20,F
B0039,FB703,20,C
B0067,FB703,20,F
B0039,FB706,20,C
B0067,FB706,20,F
B0039,FB492,21,C
B0067,FB492,21,F
B0039,FB1893,21,C
B0067,FB1893,21,F
B0039,FB1896,21,C
B0067,FB1896,21,F
B0039,FB555,22,C
B0067,FB555,22,F
B0039,FB556,22,C
B0067,FB556,22,F
B0039,FB297,22,C
B0067,FB297,22,F
B0039,FB298,22,C
B0067,FB298,22,F
B0039,FB81,22,C
B0067,FB81,22,F
B0039,FB1693,23,C
B0067,FB1693,23,F
B0039,FB1868,23,C
B0067,FB1868,23,F
B0039,FB526,23,C
B0067,FB526,23,F
B0040,FB24,1,C
B0068,FB24,1,F
B0040,FB27,1,C
B0068,FB27,1,F
B0040,FB2176,2,C
B0068,FB2176,2,F
B0040,FB555,2,C
B0068,FB555,2,F
B0040,FB556,2,C
B0068,FB556,2,F
B0040,FB297,2,C
B0068,FB297,2,F
B0040,FB292,3,C
B0068,FB292,3,F
B0040,FB253,3,C
B0068,FB253,3,F
B0040,FB1209,3,C
B0068,FB1209,3,F
B0040,FB460,4,C
B0068,FB460,4,F
B0040,FB253,4,C
B0068,FB253,4,F
B0040,FB1209,4,C
B0068,FB1209,4,F
B0040,FB460,5,C
B0068,FB460,5,F
B0040,FB555,5,C
B0068,FB555,5,F
B0040,FB556,5,C
B0068,FB556,5,F
B0040,FB297,5,C
B0068,FB297,5,F
B0040,FB298,5,C
B0068,FB298,5,F
B0040,FB377,6,C
B0068,FB377,6,F
B0040,FB378,6,C
B0068,FB378,6,F
B0040,FB493,6,C
B0068,FB493,6,F
B0040,FB717,6,C
B0068,FB717,6,F
B0040,FB988,6,C
B0068,FB988,6,F
B0040,FB589,7,C
B0068,FB589,7,F
B0040,FB592,7,C
B0068,FB592,7,F
B0040,FB73,7,C
B0068,FB73,7,F
B0040,FB78,7,C
B0068,FB78,7,F
B0040,FB1101,8,C
B0068,FB1101,8,F
B0040,FB1102,8,C
B0068,FB1102,8,F
B0040,FB35,8,C
B0068,FB35,8,F
B0040,FB1731,9,C
B0068,FB1731,9,F
B0040,FB1734,9,C
B0068,FB1734,9,F
B0040,FB2176,10,C
B0068,FB2176,10,F
B0040,FB573,10,C
B0068,FB573,10,F
B0040,FB574,10,C
B0068,FB574,10,F
B0040,FB1101,11,C
B0068,FB1101,11,F
B0040,FB1102,12,C
B0068,FB1102,12,F
B0040,FB265,12,C
B0068,FB265,12,F
B0040,FB270,12,C
B0068,FB270,12,F
B0040,FB999,12,C
B0068,FB999,12,F
B0040,FB8560,14,C
B0068,FB8560,14,F
B0040,FB1795,14,C
B0068,FB1795,14,F
B0040,FB1796,14,C
B0068,FB1796,14,F
B0040,FB541,15,C
B0068,FB541,15,F
B0040,FB544,15,C
B0068,FB544,15,F
B0040,FB541,16,C
B0068,FB541,16,F
B0040,FB544,16,C
B0068,FB544,16,F
B0040,FB2176,17,C
B0068,FB2176,17,F
B0040,FB25,17,C
B0068,FB25,17,F
B0040,FB2176,18,C
B0068,FB2176,18,F
B0040,FB25,18,C
B0068,FB25,18,F
B0040,FB2176,19,C
B0068,FB2176,19,F
B0040,FB609,19,C
B0068,FB609,19,F
B0040,FB610,19,C
B0068,FB610,19,F
B0040,FB991,20,C
B0068,FB991,20,F
B0040,FB777,20,C
B0068,FB777,20,F
B0040,FB578,20,C
B0068,FB578,20,F
B0040,FB1731,21,C
B0068,FB1731,21,F
B0040,FB1734,21,C
B0068,FB1734,21,F
B0040,FB577,22,C
B0068,FB577,22,F
B0040,FB72,22,C
B0068,FB72,22,F
B0040,FB799,23,C
B0068,FB799,23,F
B0040,FB792,27,C
B0068,FB792,27,F
B0040,FB687,28,C
B0068,FB687,28,F
B0040,FB1271,29,C
B0068,FB1271,29,F
B0040,FB1693,29,C
B0068,FB1693,29,F
B0040,FB1868,29,C
B0068,FB1868,29,F
B0040,FB526,29,C
B0068,FB526,29,F
B0041,FB26,1,C
B0069,FB26,1,F
B0041,FB681,1,C
B0069,FB681,1,F
B0041,FB682,1,C
B0069,FB682,1,F
B0041,FB699,1,C
B0069,FB699,1,F
B0041,FB700,2,C
B0069,FB700,2,F
B0041,FB539,2,C
B0069,FB539,2,F
B0041,FB540,3,C
B0069,FB540,3,F
B0041,FB999,3,C
B0069,FB999,3,F
B0041,FB1734,5,C
B0069,FB1734,5,F
B0041,FB28,5,C
B0069,FB28,5,F
B0041,FB397,5,C
B0069,FB397,5,F
B0041,FB400,5,C
B0069,FB400,5,F
B0041,FB687,5,C
B0069,FB687,5,F
B0041,FB1271,6,C
B0069,FB1271,6,F
B0041,FB1693,6,C
B0069,FB1693,6,F
B0041,FB1872,6,C
B0069,FB1872,6,F
B0041,FB786,6,C
B0069,FB786,6,F
B0041,FB14,7,C
B0069,FB14,7,F
B0041,FB991,7,C
B0069,FB991,7,F
B0041,FB14,8,C
B0069,FB14,8,F
B0041,FB255,8,C
B0069,FB255,8,F
B0041,FB260,8,C
B0069,FB260,8,F
B0041,FB609,9,C
B0069,FB609,9,F
B0041,FB610,9,C
B0069,FB610,9,F
B0041,FB37,9,C
B0069,FB37,9,F
B0041,FB1731,10,C
B0069,FB1731,10,F
B0041,FB1734,10,C
B0069,FB1734,10,F
B0041,FB14,11,C
B0069,FB14,11,F
B0041,FB69,11,C
B0069,FB69,11,F
B0041,FB50,12,C
B0069,FB50,12,F
B0041,FB259,12,C
B0069,FB259,12,F
B0041,FB240,13,C
B0069,FB240,13,F
B0041,FB593,13,C
B0069,FB593,13,F
B0041,FB596,13,C
B0069,FB596,13,F
B0041,FB1895,14,C
B0069,FB1895,14,F
B0041,FB1892,16,C
B0069,FB1892,16,F
B0041,FB593,16,C
B0069,FB593,16,F
B0041,FB596,16,C
B0069,FB596,16,F
B0041,FB385,17,C
B0069,FB385,17,F
B0041,FB388,17,C
B0069,FB388,17,F
B0041,FB799,17,C
B0069,FB799,17,F
B0041,FB792,19,C
B0069,FB792,19,F
B0041,FB261,19,C
B0069,FB261,19,F
B0041,FB1203,20,C
