fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,comp
FB1155,8/8/2019,15:30,HOM,8/8/2019,16:35,XMH,C1F1
FB777,8/8/2019,15:45,HOM,8/8/2019,17:35,NOU,C1F1
FB1644,8/8/2019,15:50,MYJ,8/8/2019,16:40,HOM,C1F1
FB1170,8/8/2019,15:55,SXA,8/8/2019,17:55,HOM,C1F1
FB32,8/8/2019,16:00,HOM,8/8/2019,17:15,TGD,C1F1
FB1717,8/8/2019,16:15,HOM,8/8/2019,18:10,NOU,C1F1
FB770,8/8/2019,16:50,SXA,8/8/2019,18:55,HOM,C1F1
FB34,8/8/2019,17:00,HOM,8/8/2019,18:15,TGD,C1F1
FB427,8/8/2019,17:20,HOM,8/8/2019,18:35,FBX,C1F1
FB36,8/8/2019,18:00,HOM,8/8/2019,19:15,TGD,C1F1
FB474,8/8/2019,18:05,SXA,8/8/2019,20:35,TGD,C1F1
FB380,8/8/2019,18:35,NOU,8/8/2019,20:30,SXJ,C1F1
FB1718,8/8/2019,18:45,NOU,8/8/2019,20:55,HOM,C1F1
FB1272,8/8/2019,18:50,NOU,8/8/2019,20:50,THJ,C1F1
FB430,8/8/2019,19:15,FBX,8/8/2019,20:35,HOM,C1F1
FB1650,8/8/2019,19:15,MYJ,8/8/2019,20:15,HOM,C1F1
FB687,8/8/2019,19:35,TGD,8/8/2019,21:00,THJ,C1F1
FB540,8/8/2019,19:35,OAX,8/8/2019,20:55,TGD,C1F1
FB599,8/8/2019,19:40,TGD,8/8/2019,21:05,MYJ,C1F1
FB270,8/8/2019,19:40,FBX,8/8/2019,21:25,TGD,C1F1
FB273,8/8/2019,19:45,TGD,8/8/2019,21:40,FBX,C1F1
FB558,8/8/2019,19:45,TXD,8/8/2019,21:10,TGD,C1F1
FB511,8/8/2019,19:55,HOM,8/8/2019,21:00,XMH,C1F1
FB321,8/8/2019,19:55,TGD,8/8/2019,20:50,OSY,C1F1
FB479,8/8/2019,20:00,TGD,8/8/2019,22:30,SXA,C1F1
FB79,8/8/2019,20:00,TGD,8/8/2019,21:35,NOU,C1F1
FB539,8/8/2019,20:00,TGD,8/8/2019,21:20,OAX,C1F1
FB389,8/8/2019,20:05,TGD,8/8/2019,21:25,YKJ,C1F1
FB659,8/8/2019,20:10,TGD,8/8/2019,21:30,SXJ,C1F1
FB415,8/8/2019,20:15,TGD,8/8/2019,21:30,HOM,C1F1
FB639,8/8/2019,20:15,TGD,8/8/2019,21:50,HWX,C1F1
FB399,8/8/2019,20:15,TGD,8/8/2019,21:15,UYS,C1F1
FB40,8/8/2019,20:20,HOM,8/8/2019,21:35,TGD,C1F1
FB409,8/8/2019,20:20,TGD,8/8/2019,21:25,AXO,C1F1
FB688,8/8/2019,20:20,THJ,8/8/2019,21:50,TGD,C1F1
FB689,8/8/2019,20:30,TGD,8/8/2019,21:55,THJ,C1F1
FB274,8/8/2019,21:10,FBX,8/8/2019,23:00,TGD,C1F1
FB8569,8/8/2019,21:35,TGD,8/8/2019,23:05,HOM,C1F1
FB690,8/8/2019,21:35,THJ,8/8/2019,23:00,TGD,C1F1
FB999,8/8/2019,22:55,TGD,8/9/2019,1:35,SXA,C1F1
FB8567,8/9/2019,0:35,XXJ,8/9/2019,2:25,SXA,C1F1
FB292,8/9/2019,7:05,OOJ,8/9/2019,8:20,TGD,C1F1
FB394,8/9/2019,7:10,UYS,8/9/2019,8:15,TGD,C1F1
FB382,8/9/2019,7:20,YKJ,8/9/2019,8:40,TGD,C1F1
FB50,8/9/2019,7:30,NOU,8/9/2019,9:05,TGD,C1F1
FB402,8/9/2019,7:30,AXO,8/9/2019,8:35,TGD,C1F1
FB632,8/9/2019,7:35,HWX,8/9/2019,9:10,TGD,C1F1
FB502,8/9/2019,7:35,XMH,8/9/2019,8:40,HOM,C1F1
FB460,8/9/2019,8:00,SXA,8/9/2019,10:25,TGD,C1F1
FB1271,8/9/2019,8:00,THJ,8/9/2019,10:00,NOU,C1F1
FB662,8/9/2019,8:15,GKU,8/9/2019,10:05,TGD,C1F1
FB434,8/9/2019,9:10,FBX,8/9/2019,10:25,GKS,C1F1
FB523,8/9/2019,9:15,HOM,8/9/2019,10:25,XMJ,C1F1
FB1693,8/9/2019,10:50,NOU,8/9/2019,14:25,SXA,C1F1
FB1146,8/9/2019,11:30,XBT,8/9/2019,13:30,HOM,C1F1
FB1141,8/9/2019,14:40,HOM,8/9/2019,16:35,NOU,C1F1
FB92,8/9/2019,15:30,HUK,8/9/2019,18:25,TGD,C1F1
FB777,8/9/2019,15:45,HOM,8/9/2019,17:35,NOU,C1F1
FB1644,8/9/2019,15:50,MYJ,8/9/2019,16:40,HOM,C1F1
FB1717,8/9/2019,16:15,HOM,8/9/2019,18:10,NOU,C1F1
FB737,8/9/2019,17:00,HOM,8/9/2019,18:15,UDJ,C1F1
FB72,8/9/2019,17:00,NOU,8/9/2019,18:35,TGD,C1F1
FB427,8/9/2019,17:20,HOM,8/9/2019,18:35,FBX,C1F1
FB780,8/9/2019,17:55,NOU,8/9/2019,19:45,HOM,C1F1
FB474,8/9/2019,18:05,SXA,8/9/2019,20:35,TGD,C1F1
FB380,8/9/2019,18:35,NOU,8/9/2019,20:30,SXJ,C1F1
FB1718,8/9/2019,18:45,NOU,8/9/2019,20:55,HOM,C1F1
FB1272,8/9/2019,18:50,NOU,8/9/2019,20:50,THJ,C1F1
FB476,8/9/2019,18:55,SXA,8/9/2019,21:25,TGD,C1F1
FB269,8/9/2019,19:00,TGD,8/9/2019,20:50,FBX,C1F1
FB649,8/9/2019,19:10,TGD,8/9/2019,20:55,XMJ,C1F1
FB1650,8/9/2019,19:15,MYJ,8/9/2019,20:15,HOM,C1F1
FB299,8/9/2019,19:20,TGD,8/9/2019,20:35,OOJ,C1F1
FB629,8/9/2019,19:20,TGD,8/9/2019,21:00,XSJ,C1F1
FB457,8/9/2019,19:25,TGD,8/9/2019,21:20,TUK,C1F1
FB271,8/9/2019,19:30,TGD,8/9/2019,21:20,FBX,C1F1
FB687,8/9/2019,19:35,TGD,8/9/2019,21:00,THJ,C1F1
FB599,8/9/2019,19:40,TGD,8/9/2019,21:05,MYJ,C1F1
FB273,8/9/2019,19:45,TGD,8/9/2019,21:40,FBX,C1F1
FB321,8/9/2019,19:55,TGD,8/9/2019,20:50,OSY,C1F1
FB479,8/9/2019,20:00,TGD,8/9/2019,22:30,SXA,C1F1
FB539,8/9/2019,20:00,TGD,8/9/2019,21:20,OAX,C1F1
FB410,8/9/2019,20:00,AXO,8/9/2019,21:10,TGD,C1F1
FB659,8/9/2019,20:10,TGD,8/9/2019,21:30,SXJ,C1F1
FB415,8/9/2019,20:15,TGD,8/9/2019,21:30,HOM,C1F1
FB399,8/9/2019,20:15,TGD,8/9/2019,21:15,UYS,C1F1
FB409,8/9/2019,20:20,TGD,8/9/2019,21:25,AXO,C1F1
FB688,8/9/2019,20:20,THJ,8/9/2019,21:50,TGD,C1F1
FB97,8/9/2019,20:30,TGD,8/9/2019,21:50,HOM,C1F1
FB689,8/9/2019,20:30,TGD,8/9/2019,21:55,THJ,C1F1
FB81,8/9/2019,20:50,TGD,8/9/2019,22:25,NOU,C1F1
FB99,8/9/2019,21:00,TGD,8/9/2019,22:20,HOM,C1F1
FB8563,8/9/2019,21:00,TGD,8/9/2019,23:05,XXJ,C1F1
FB8569,8/9/2019,21:35,TGD,8/9/2019,23:05,HOM,C1F1
FB690,8/9/2019,21:35,THJ,8/9/2019,23:00,TGD,C1F1
FB8559,8/10/2019,0:05,HOM,8/10/2019,2:05,SXA,C1F1
FB1000,8/10/2019,3:35,SXA,8/10/2019,5:55,TGD,C1F1
FB394,8/10/2019,7:10,UYS,8/10/2019,8:15,TGD,C1F1
FB312,8/10/2019,7:10,OSY,8/10/2019,8:15,TGD,C1F1
FB382,8/10/2019,7:20,YKJ,8/10/2019,8:40,TGD,C1F1
FB582,8/10/2019,7:25,MYJ,8/10/2019,8:55,TGD,C1F1
FB463,8/10/2019,7:35,TGD,8/10/2019,10:05,SXA,C1F1
FB632,8/10/2019,7:35,HWX,8/10/2019,9:10,TGD,C1F1
FB502,8/10/2019,7:35,XMH,8/10/2019,8:40,HOM,C1F1
FB532,8/10/2019,7:35,OAX,8/10/2019,8:55,TGD,C1F1
FB1271,8/10/2019,8:00,THJ,8/10/2019,10:00,NOU,C1F1
FB662,8/10/2019,8:15,GKU,8/10/2019,10:05,TGD,C1F1
FB642,8/10/2019,8:25,XMJ,8/10/2019,10:05,TGD,C1F1
FB52,8/10/2019,8:30,NOU,8/10/2019,10:05,TGD,C1F1
FB771,8/10/2019,8:40,HOM,8/10/2019,10:30,NOU,C1F1
FB434,8/10/2019,9:10,FBX,8/10/2019,10:25,GKS,C1F1
FB462,8/10/2019,10:55,SXA,8/10/2019,13:30,TGD,C1F1
FB765,8/10/2019,11:00,HOM,8/10/2019,13:05,SXA,C1F1
FB775,8/10/2019,11:55,HOM,8/10/2019,13:50,NOU,C1F1
FB1868,8/10/2019,15:15,SXA,8/10/2019,16:50,XMJ,C1F1
FB71,8/10/2019,16:00,TGD,8/10/2019,17:30,NOU,C1F1
FB1717,8/10/2019,16:15,HOM,8/10/2019,18:10,NOU,C1F1
FB778,8/10/2019,16:50,NOU,8/10/2019,18:40,HOM,C1F1
FB72,8/10/2019,17:00,NOU,8/10/2019,18:35,TGD,C1F1
FB380,8/10/2019,18:35,NOU,8/10/2019,20:30,SXJ,C1F1
FB1718,8/10/2019,18:45,NOU,8/10/2019,20:55,HOM,C1F1
FB1272,8/10/2019,18:50,NOU,8/10/2019,20:50,THJ,C1F1
FB476,8/10/2019,18:55,SXA,8/10/2019,21:25,TGD,C1F1
FB1650,8/10/2019,19:15,MYJ,8/10/2019,20:15,HOM,C1F1
FB457,8/10/2019,19:25,TGD,8/10/2019,21:20,TUK,C1F1
FB271,8/10/2019,19:30,TGD,8/10/2019,21:20,FBX,C1F1
FB78,8/10/2019,19:30,NOU,8/10/2019,21:05,TGD,C1F1
FB599,8/10/2019,19:40,TGD,8/10/2019,21:05,MYJ,C1F1
FB321,8/10/2019,19:55,TGD,8/10/2019,20:50,OSY,C1F1
FB479,8/10/2019,20:00,TGD,8/10/2019,22:30,SXA,C1F1
FB539,8/10/2019,20:00,TGD,8/10/2019,21:20,OAX,C1F1
FB410,8/10/2019,20:00,AXO,8/10/2019,21:10,TGD,C1F1
FB389,8/10/2019,20:05,TGD,8/10/2019,21:25,YKJ,C1F1
FB659,8/10/2019,20:10,TGD,8/10/2019,21:30,SXJ,C1F1
FB415,8/10/2019,20:15,TGD,8/10/2019,21:30,HOM,C1F1
FB399,8/10/2019,20:15,TGD,8/10/2019,21:15,UYS,C1F1
FB409,8/10/2019,20:20,TGD,8/10/2019,21:25,AXO,C1F1
FB688,8/10/2019,20:20,THJ,8/10/2019,21:50,TGD,C1F1
FB97,8/10/2019,20:30,TGD,8/10/2019,21:50,HOM,C1F1
FB689,8/10/2019,20:30,TGD,8/10/2019,21:55,THJ,C1F1
FB99,8/10/2019,21:00,TGD,8/10/2019,22:20,HOM,C1F1
FB1099,8/10/2019,21:00,TGD,8/10/2019,22:50,TUK,C1F1
FB690,8/10/2019,21:35,THJ,8/10/2019,23:00,TGD,C1F1
FB1000,8/11/2019,3:35,SXA,8/11/2019,5:55,TGD,C1F1
FB394,8/11/2019,7:10,UYS,8/11/2019,8:15,TGD,C1F1
FB312,8/11/2019,7:10,OSY,8/11/2019,8:15,TGD,C1F1
FB652,8/11/2019,7:10,SXJ,8/11/2019,8:25,TGD,C1F1
FB382,8/11/2019,7:20,YKJ,8/11/2019,8:40,TGD,C1F1
FB582,8/11/2019,7:25,MYJ,8/11/2019,8:55,TGD,C1F1
FB1891,8/11/2019,7:30,TGD,8/11/2019,8:25,TAN,C1F1
FB432,8/11/2019,7:30,FBX,8/11/2019,8:45,GKS,C1F1
FB632,8/11/2019,7:35,HWX,8/11/2019,9:10,TGD,C1F1
FB522,8/11/2019,7:35,XMJ,8/11/2019,8:40,HOM,C1F1
FB532,8/11/2019,7:35,OAX,8/11/2019,8:55,TGD,C1F1
FB692,8/11/2019,7:40,BCJ,8/11/2019,9:20,TGD,C1F1
FB421,8/11/2019,8:00,HOM,8/11/2019,9:15,FBX,C1F1
FB52,8/11/2019,8:30,NOU,8/11/2019,10:05,TGD,C1F1
FB1747,8/11/2019,8:40,HOM,8/11/2019,11:05,HUK,C1F1
FB18,8/11/2019,9:00,HOM,8/11/2019,10:10,TGD,C1F1
FB434,8/11/2019,9:10,FBX,8/11/2019,10:25,GKS,C1F1
FB1795,8/11/2019,9:15,HOM,8/11/2019,11:20,MMC,C1F1
FB1796,8/11/2019,12:00,MMC,8/11/2019,14:25,HOM,C1F1
FB982,8/11/2019,12:15,TUK,8/11/2019,14:00,TGD,C1F1
FB90,8/11/2019,12:20,HUK,8/11/2019,15:15,TGD,C1F1
FB1894,8/11/2019,14:10,TAN,8/11/2019,15:05,TGD,C1F1
FB1102,8/11/2019,14:55,OOJ,8/11/2019,16:10,TGD,C1F1
FB284,8/11/2019,15:20,OXU,8/11/2019,16:40,TGD,C1F1
FB777,8/11/2019,15:45,HOM,8/11/2019,17:35,NOU,C1F1
FB1717,8/11/2019,16:15,HOM,8/11/2019,18:10,NOU,C1F1
FB474,8/11/2019,18:05,SXA,8/11/2019,20:35,TGD,C1F1
FB458,8/11/2019,18:35,TUK,8/11/2019,20:20,TGD,C1F1
FB1718,8/11/2019,18:45,NOU,8/11/2019,20:55,HOM,C1F1
FB1272,8/11/2019,18:50,NOU,8/11/2019,20:50,THJ,C1F1
FB269,8/11/2019,19:00,TGD,8/11/2019,20:50,FBX,C1F1
FB476,8/11/2019,19:10,SXA,8/11/2019,21:40,TGD,C1F1
FB686,8/11/2019,19:15,THJ,8/11/2019,20:40,TGD,C1F1
FB1650,8/11/2019,19:15,MYJ,8/11/2019,20:15,HOM,C1F1
FB41,8/11/2019,19:20,TGD,8/11/2019,20:35,HOM,C1F1
FB629,8/11/2019,19:20,TGD,8/11/2019,21:00,XSJ,C1F1
FB271,8/11/2019,19:30,TGD,8/11/2019,21:20,FBX,C1F1
FB687,8/11/2019,19:35,TGD,8/11/2019,21:00,THJ,C1F1
FB529,8/11/2019,19:40,HOM,8/11/2019,20:50,XMJ,C1F1
FB599,8/11/2019,19:40,TGD,8/11/2019,21:05,MYJ,C1F1
FB270,8/11/2019,19:40,FBX,8/11/2019,21:25,TGD,C1F1
FB273,8/11/2019,19:45,TGD,8/11/2019,21:40,FBX,C1F1
FB322,8/11/2019,19:45,OSY,8/11/2019,20:50,TGD,C1F1
FB321,8/11/2019,19:55,TGD,8/11/2019,20:50,OSY,C1F1
FB79,8/11/2019,20:00,TGD,8/11/2019,21:35,NOU,C1F1
FB539,8/11/2019,20:00,TGD,8/11/2019,21:20,OAX,C1F1
FB410,8/11/2019,20:00,AXO,8/11/2019,21:10,TGD,C1F1
FB389,8/11/2019,20:05,TGD,8/11/2019,21:25,YKJ,C1F1
FB660,8/11/2019,20:05,SXJ,8/11/2019,21:25,TGD,C1F1
FB659,8/11/2019,20:10,TGD,8/11/2019,21:30,SXJ,C1F1
FB415,8/11/2019,20:15,TGD,8/11/2019,21:30,HOM,C1F1
FB40,8/11/2019,20:20,HOM,8/11/2019,21:35,TGD,C1F1
FB409,8/11/2019,20:20,TGD,8/11/2019,21:25,AXO,C1F1
FB97,8/11/2019,20:30,TGD,8/11/2019,21:50,HOM,C1F1
FB689,8/11/2019,20:30,TGD,8/11/2019,21:55,THJ,C1F1
FB81,8/11/2019,20:50,TGD,8/11/2019,22:25,NOU,C1F1
FB416,8/11/2019,20:55,HOM,8/11/2019,22:20,TGD,C1F1
FB99,8/11/2019,21:00,TGD,8/11/2019,22:20,HOM,C1F1
FB1099,8/11/2019,21:00,TGD,8/11/2019,22:50,TUK,C1F1
FB690,8/11/2019,21:35,THJ,8/11/2019,23:00,TGD,C1F1
FB394,8/12/2019,7:10,UYS,8/12/2019,8:15,TGD,C1F1
FB652,8/12/2019,7:10,SXJ,8/12/2019,8:25,TGD,C1F1
FB382,8/12/2019,7:20,YKJ,8/12/2019,8:40,TGD,C1F1
FB582,8/12/2019,7:25,MYJ,8/12/2019,8:55,TGD,C1F1
FB463,8/12/2019,7:35,TGD,8/12/2019,10:05,SXA,C1F1
FB532,8/12/2019,7:35,OAX,8/12/2019,8:55,TGD,C1F1
FB732,8/12/2019,7:50,UDJ,8/12/2019,9:10,HOM,C1F1
FB421,8/12/2019,8:00,HOM,8/12/2019,9:15,FBX,C1F1
FB242,8/12/2019,8:00,FBX,8/12/2019,9:45,TGD,C1F1
FB620,8/12/2019,8:00,XSJ,8/12/2019,9:45,TGD,C1F1
FB1271,8/12/2019,8:00,THJ,8/12/2019,10:00,NOU,C1F1
FB602,8/12/2019,8:05,XMH,8/12/2019,9:45,TGD,C1F1
FB662,8/12/2019,8:15,GKU,8/12/2019,10:05,TGD,C1F1
FB642,8/12/2019,8:25,XMJ,8/12/2019,10:05,TGD,C1F1
FB52,8/12/2019,8:30,NOU,8/12/2019,10:05,TGD,C1F1
FB434,8/12/2019,9:10,FBX,8/12/2019,10:25,GKS,C1F1
FB523,8/12/2019,9:15,HOM,8/12/2019,10:25,XMJ,C1F1
FB1795,8/12/2019,9:15,HOM,8/12/2019,11:20,MMC,C1F1
FB248,8/12/2019,10:10,FBX,8/12/2019,11:55,TGD,C1F1
FB462,8/12/2019,10:55,SXA,8/12/2019,13:30,TGD,C1F1
FB22,8/12/2019,11:00,HOM,8/12/2019,12:15,TGD,C1F1
FB1796,8/12/2019,12:00,MMC,8/12/2019,14:25,HOM,C1F1
FB257,8/12/2019,14:15,TGD,8/12/2019,16:00,FBX,C1F1
FB777,8/12/2019,15:45,HOM,8/12/2019,17:35,NOU,C1F1
FB797,8/12/2019,15:45,TGD,8/12/2019,17:20,SHO,C1F1
FB1895,8/12/2019,15:55,TGD,8/12/2019,16:45,TAN,C1F1
FB1717,8/12/2019,16:15,HOM,8/12/2019,18:10,NOU,C1F1
FB262,8/12/2019,16:50,FBX,8/12/2019,18:40,TGD,C1F1
FB737,8/12/2019,17:00,HOM,8/12/2019,18:15,UDJ,C1F1
FB72,8/12/2019,17:00,NOU,8/12/2019,18:35,TGD,C1F1
FB800,8/12/2019,18:05,SHO,8/12/2019,19:45,TGD,C1F1
FB380,8/12/2019,18:35,NOU,8/12/2019,20:30,SXJ,C1F1
FB1718,8/12/2019,18:45,NOU,8/12/2019,20:55,HOM,C1F1
FB1272,8/12/2019,18:50,NOU,8/12/2019,20:50,THJ,C1F1
FB569,8/12/2019,18:55,TGD,8/12/2019,20:15,XNZ,C1F1
FB77,8/12/2019,19:00,TGD,8/12/2019,20:35,NOU,C1F1
FB799,8/12/2019,19:10,TGD,8/12/2019,20:45,SHO,C1F1
FB686,8/12/2019,19:15,THJ,8/12/2019,20:40,TGD,C1F1
FB1650,8/12/2019,19:15,MYJ,8/12/2019,20:15,HOM,C1F1
FB41,8/12/2019,19:20,TGD,8/12/2019,20:35,HOM,C1F1
FB299,8/12/2019,19:20,TGD,8/12/2019,20:35,OOJ,C1F1
FB629,8/12/2019,19:20,TGD,8/12/2019,21:00,XSJ,C1F1
FB287,8/12/2019,19:20,TGD,8/12/2019,20:35,OXU,C1F1
FB457,8/12/2019,19:25,TGD,8/12/2019,21:20,TUK,C1F1
FB669,8/12/2019,19:25,TGD,8/12/2019,21:15,GKU,C1F1
FB271,8/12/2019,19:30,TGD,8/12/2019,21:20,FBX,C1F1
FB78,8/12/2019,19:30,NOU,8/12/2019,21:05,TGD,C1F1
FB687,8/12/2019,19:35,TGD,8/12/2019,21:00,THJ,C1F1
FB273,8/12/2019,19:45,TGD,8/12/2019,21:40,FBX,C1F1
FB479,8/12/2019,20:00,TGD,8/12/2019,22:30,SXA,C1F1
FB79,8/12/2019,20:00,TGD,8/12/2019,21:35,NOU,C1F1
FB410,8/12/2019,20:00,AXO,8/12/2019,21:10,TGD,C1F1
FB389,8/12/2019,20:05,TGD,8/12/2019,21:25,YKJ,C1F1
FB659,8/12/2019,20:10,TGD,8/12/2019,21:30,SXJ,C1F1
FB399,8/12/2019,20:15,TGD,8/12/2019,21:15,UYS,C1F1
FB409,8/12/2019,20:20,TGD,8/12/2019,21:25,AXO,C1F1
FB97,8/12/2019,20:30,TGD,8/12/2019,21:50,HOM,C1F1
FB689,8/12/2019,20:30,TGD,8/12/2019,21:55,THJ,C1F1
FB82,8/12/2019,20:30,NOU,8/12/2019,22:10,TGD,C1F1
FB81,8/12/2019,20:50,TGD,8/12/2019,22:25,NOU,C1F1
FB99,8/12/2019,21:00,TGD,8/12/2019,22:20,HOM,C1F1
FB8563,8/12/2019,21:00,TGD,8/12/2019,23:05,XXJ,C1F1
FB1099,8/12/2019,21:00,TGD,8/12/2019,22:50,TUK,C1F1
FB690,8/12/2019,21:35,THJ,8/12/2019,23:00,TGD,C1F1
FB1100,8/12/2019,23:10,TUK,8/13/2019,1:00,TGD,C1F1
FB8567,8/13/2019,0:35,XXJ,8/13/2019,2:25,SXA,C1F1
FB312,8/13/2019,7:10,OSY,8/13/2019,8:15,TGD,C1F1
FB652,8/13/2019,7:10,SXJ,8/13/2019,8:25,TGD,C1F1
FB432,8/13/2019,7:30,FBX,8/13/2019,8:45,GKS,C1F1
FB463,8/13/2019,7:35,TGD,8/13/2019,10:05,SXA,C1F1
FB632,8/13/2019,7:35,HWX,8/13/2019,9:10,TGD,C1F1
FB522,8/13/2019,7:35,XMJ,8/13/2019,8:40,HOM,C1F1
FB532,8/13/2019,7:35,OAX,8/13/2019,8:55,TGD,C1F1
FB1731,8/13/2019,8:00,HOM,8/13/2019,10:00,SXA,C1F1
FB1271,8/13/2019,8:00,THJ,8/13/2019,10:00,NOU,C1F1
FB1747,8/13/2019,8:40,HOM,8/13/2019,11:05,HUK,C1F1
FB1145,8/13/2019,9:00,HOM,8/13/2019,10:55,XBT,C1F1
FB434,8/13/2019,9:10,FBX,8/13/2019,10:25,GKS,C1F1
FB1734,8/13/2019,10:40,SXA,8/13/2019,12:45,HOM,C1F1
FB1693,8/13/2019,10:50,NOU,8/13/2019,14:25,SXA,C1F1
FB462,8/13/2019,10:55,SXA,8/13/2019,13:30,TGD,C1F1
FB765,8/13/2019,11:00,HOM,8/13/2019,13:05,SXA,C1F1
FB775,8/13/2019,11:55,HOM,8/13/2019,13:50,NOU,C1F1
FB982,8/13/2019,12:15,TUK,8/13/2019,14:00,TGD,C1F1
FB655,8/13/2019,14:15,TGD,8/13/2019,15:30,SXJ,C1F1
FB1868,8/13/2019,15:15,SXA,8/13/2019,16:50,XMJ,C1F1
FB284,8/13/2019,15:20,OXU,8/13/2019,16:40,TGD,C1F1
FB777,8/13/2019,15:45,HOM,8/13/2019,17:35,NOU,C1F1
FB1895,8/13/2019,15:55,TGD,8/13/2019,16:45,TAN,C1F1
FB1717,8/13/2019,16:15,HOM,8/13/2019,18:10,NOU,C1F1
FB658,8/13/2019,16:15,SXJ,8/13/2019,17:35,TGD,C1F1
FB770,8/13/2019,16:50,SXA,8/13/2019,18:55,HOM,C1F1
FB778,8/13/2019,16:50,NOU,8/13/2019,18:40,HOM,C1F1
FB72,8/13/2019,17:00,NOU,8/13/2019,18:35,TGD,C1F1
FB4876,8/13/2019,17:05,XBT,8/13/2019,17:50,NOU,C1F1
FB36,8/13/2019,18:00,HOM,8/13/2019,19:15,TGD,C1F1
FB76,8/13/2019,18:30,NOU,8/13/2019,20:05,TGD,C1F1
FB380,8/13/2019,18:35,NOU,8/13/2019,20:30,SXJ,C1F1
FB458,8/13/2019,18:35,TUK,8/13/2019,20:20,TGD,C1F1
FB1718,8/13/2019,18:45,NOU,8/13/2019,20:55,HOM,C1F1
FB1272,8/13/2019,18:50,NOU,8/13/2019,20:50,THJ,C1F1
FB740,8/13/2019,18:55,UDJ,8/13/2019,20:20,HOM,C1F1
FB268,8/13/2019,19:10,FBX,8/13/2019,21:00,TGD,C1F1
FB1650,8/13/2019,19:15,MYJ,8/13/2019,20:15,HOM,C1F1
FB299,8/13/2019,19:20,TGD,8/13/2019,20:35,OOJ,C1F1
FB629,8/13/2019,19:20,TGD,8/13/2019,21:00,XSJ,C1F1
FB669,8/13/2019,19:25,TGD,8/13/2019,21:15,GKU,C1F1
FB599,8/13/2019,19:40,TGD,8/13/2019,21:05,MYJ,C1F1
FB270,8/13/2019,19:40,FBX,8/13/2019,21:25,TGD,C1F1
FB273,8/13/2019,19:45,TGD,8/13/2019,21:40,FBX,C1F1
FB321,8/13/2019,19:55,TGD,8/13/2019,20:50,OSY,C1F1
FB479,8/13/2019,20:00,TGD,8/13/2019,22:30,SXA,C1F1
FB79,8/13/2019,20:00,TGD,8/13/2019,21:35,NOU,C1F1
FB539,8/13/2019,20:00,TGD,8/13/2019,21:20,OAX,C1F1
FB389,8/13/2019,20:05,TGD,8/13/2019,21:25,YKJ,C1F1
FB659,8/13/2019,20:10,TGD,8/13/2019,21:30,SXJ,C1F1
FB449,8/13/2019,20:10,GKS,8/13/2019,21:35,FBX,C1F1
FB415,8/13/2019,20:15,TGD,8/13/2019,21:30,HOM,C1F1
FB399,8/13/2019,20:15,TGD,8/13/2019,21:15,UYS,C1F1
FB409,8/13/2019,20:20,TGD,8/13/2019,21:25,AXO,C1F1
FB97,8/13/2019,20:30,TGD,8/13/2019,21:50,HOM,C1F1
FB81,8/13/2019,20:50,TGD,8/13/2019,22:25,NOU,C1F1
FB99,8/13/2019,21:00,TGD,8/13/2019,22:20,HOM,C1F1
FB8563,8/13/2019,21:00,TGD,8/13/2019,23:05,XXJ,C1F1
FB1099,8/13/2019,21:00,TGD,8/13/2019,22:50,TUK,C1F1
FB274,8/13/2019,21:10,FBX,8/13/2019,23:00,TGD,C1F1
FB8569,8/13/2019,21:35,TGD,8/13/2019,23:05,HOM,C1F1
FB690,8/13/2019,21:35,THJ,8/13/2019,23:00,TGD,C1F1
FB8567,8/14/2019,0:35,XXJ,8/14/2019,2:25,SXA,C1F1
FB1200,8/14/2019,7:05,SXA,8/14/2019,8:40,FBX,C1F1
FB292,8/14/2019,7:05,OOJ,8/14/2019,8:20,TGD,C1F1
FB394,8/14/2019,7:10,UYS,8/14/2019,8:15,TGD,C1F1
FB312,8/14/2019,7:10,OSY,8/14/2019,8:15,TGD,C1F1
FB382,8/14/2019,7:20,YKJ,8/14/2019,8:40,TGD,C1F1
FB582,8/14/2019,7:25,MYJ,8/14/2019,8:55,TGD,C1F1
FB50,8/14/2019,7:30,NOU,8/14/2019,9:05,TGD,C1F1
FB402,8/14/2019,7:30,AXO,8/14/2019,8:35,TGD,C1F1
FB601,8/14/2019,7:35,TGD,8/14/2019,9:15,XMH,C1F1
FB672,8/14/2019,7:35,THJ,8/14/2019,9:00,TGD,C1F1
FB522,8/14/2019,7:35,XMJ,8/14/2019,8:40,HOM,C1F1
FB532,8/14/2019,7:35,OAX,8/14/2019,8:55,TGD,C1F1
FB562,8/14/2019,7:35,XNZ,8/14/2019,8:55,TGD,C1F1
FB1731,8/14/2019,8:00,HOM,8/14/2019,10:00,SXA,C1F1
FB577,8/14/2019,8:25,HOM,8/14/2019,10:20,NOU,C1F1
FB1747,8/14/2019,8:40,HOM,8/14/2019,11:05,HUK,C1F1
FB18,8/14/2019,9:00,HOM,8/14/2019,10:10,TGD,C1F1
FB434,8/14/2019,9:10,FBX,8/14/2019,10:25,GKS,C1F1
FB523,8/14/2019,9:15,HOM,8/14/2019,10:25,XMJ,C1F1
FB604,8/14/2019,9:55,XMH,8/14/2019,11:35,TGD,C1F1
FB1734,8/14/2019,10:40,SXA,8/14/2019,12:45,HOM,C1F1
