em_no,fl_no,date,cls
B0034,FB1868,12,C
B0062,FB1868,12,F
B0034,FB526,12,C
B0062,FB526,12,F
B0034,FB18,15,C
B0062,FB18,15,F
B0034,FB663,15,C
B0062,FB663,15,F
B0034,FB666,15,C
B0062,FB666,15,F
B0034,FB667,15,C
B0062,FB667,15,F
B0034,FB670,15,C
B0062,FB670,15,F
B0034,FB677,16,C
B0062,FB677,16,F
B0034,FB678,16,C
B0062,FB678,16,F
B0034,FB697,16,C
B0062,FB697,16,F
B0034,FB700,16,C
B0062,FB700,16,F
B0034,FB79,16,C
B0062,FB79,16,F
B0034,FB1693,17,C
B0062,FB1693,17,F
B0034,FB1868,17,C
B0062,FB1868,17,F
B0034,FB526,17,C
B0062,FB526,17,F
B0034,FB2176,20,C
B0062,FB2176,20,F
B0034,FB387,20,C
B0062,FB387,20,F
B0034,FB382,21,C
B0062,FB382,21,F
B0034,FB39,22,C
B0062,FB39,22,F
B0034,FB731,23,C
B0062,FB731,23,F
B0034,FB734,23,C
B0062,FB734,23,F
B0034,FB1731,26,C
B0062,FB1731,26,F
B0034,FB1734,26,C
B0062,FB1734,26,F
B0035,FB541,5,C
B0063,FB541,5,F
B0035,FB544,5,C
B0063,FB544,5,F
B0035,FB14,8,C
B0063,FB14,8,F
B0035,FB255,8,C
B0063,FB255,8,F
B0035,FB260,8,C
B0063,FB260,8,F
B0035,FB609,9,C
B0063,FB609,9,F
B0035,FB610,9,C
B0063,FB610,9,F
B0035,FB37,9,C
B0063,FB37,9,F
B0035,FB36,12,C
B0063,FB36,12,F
B0035,FB415,12,C
B0063,FB415,12,F
B0035,FB412,16,C
B0063,FB412,16,F
B0035,FB533,16,C
B0063,FB533,16,F
B0035,FB1621,16,C
B0063,FB1621,16,F
B0035,FB1622,16,C
B0063,FB1622,16,F
B0035,FB538,16,C
B0063,FB538,16,F
B0035,FB315,17,C
B0063,FB315,17,F
B0035,FB1181,17,C
B0063,FB1181,17,F
B0035,FB1182,17,C
B0063,FB1182,17,F
B0035,FB320,17,C
B0063,FB320,17,F
B0035,FB2159,17,C
B0063,FB2159,17,F
B0035,FB2158,18,C
B0063,FB2158,18,F
B0035,FB1103,18,C
B0063,FB1103,18,F
B0035,FB1104,18,C
B0063,FB1104,18,F
B0035,FB479,18,C
B0063,FB479,18,F
B0035,FB1734,19,C
B0063,FB1734,19,F
B0035,FB767,19,C
B0063,FB767,19,F
B0035,FB770,19,C
B0063,FB770,19,F
B0035,FB986,22,C
B0063,FB986,22,F
B0035,FB787,22,C
B0063,FB787,22,F
B0035,FB788,22,C
B0063,FB788,22,F
B0035,FB25,22,C
B0063,FB25,22,F
B0035,FB2176,25,C
B0063,FB2176,25,F
B0035,FB2177,25,C
B0063,FB2177,25,F
B0035,FB541,28,C
B0063,FB541,28,F
B0035,FB544,28,C
B0063,FB544,28,F
B0036,FB14,5,C
B0064,FB14,5,F
B0036,FB693,5,C
B0064,FB693,5,F
B0036,FB696,5,C
B0064,FB696,5,F
B0036,FB697,5,C
B0064,FB697,5,F
B0036,FB700,5,C
B0064,FB700,5,F
B0036,FB677,6,C
B0064,FB677,6,F
B0036,FB678,6,C
B0064,FB678,6,F
B0036,FB1103,6,C
B0064,FB1103,6,F
B0036,FB1104,6,C
B0064,FB1104,6,F
B0036,FB79,6,C
B0064,FB79,6,F
B0036,FB1693,7,C
B0064,FB1693,7,F
B0036,FB1872,7,C
B0064,FB1872,7,F
B0036,FB786,7,C
B0064,FB786,7,F
B0036,FB1731,10,C
B0064,FB1731,10,F
B0036,FB1734,10,C
B0064,FB1734,10,F
B0036,FB2176,13,C
B0064,FB2176,13,F
B0036,FB33,13,C
B0064,FB33,13,F
B0036,FB541,16,C
B0064,FB541,16,F
B0036,FB544,16,C
B0064,FB544,16,F
B0036,FB2176,19,C
B0064,FB2176,19,F
B0036,FB609,19,C
B0064,FB609,19,F
B0036,FB610,19,C
B0064,FB610,19,F
B0036,FB991,20,C
B0064,FB991,20,F
B0036,FB777,20,C
B0064,FB777,20,F
B0036,FB578,20,C
B0064,FB578,20,F
B0036,FB771,26,C
B0064,FB771,26,F
B0036,FB778,26,C
B0064,FB778,26,F
B0037,FB2176,7,C
B0065,FB2176,7,F
B0037,FB475,7,C
B0065,FB475,7,F
B0037,FB8560,8,C
B0065,FB8560,8,F
B0037,FB1795,8,C
B0065,FB1795,8,F
B0037,FB1796,8,C
B0065,FB1796,8,F
B0037,FB541,11,C
B0065,FB541,11,F
B0037,FB544,11,C
B0065,FB544,11,F
B0037,FB412,14,C
B0065,FB412,14,F
B0037,FB571,14,C
B0065,FB571,14,F
B0037,FB572,14,C
B0065,FB572,14,F
B0037,FB477,14,C
B0065,FB477,14,F
B0037,FB8560,15,C
B0065,FB8560,15,F
B0037,FB523,15,C
B0065,FB523,15,F
B0037,FB1867,15,C
B0065,FB1867,15,F
B0037,FB1864,15,C
B0065,FB1864,15,F
B0037,FB732,16,C
B0065,FB732,16,F
B0037,FB1605,16,C
B0065,FB1605,16,F
B0037,FB566,16,C
B0065,FB566,16,F
B0037,FB261,16,C
B0065,FB261,16,F
B0037,FB240,17,C
B0065,FB240,17,F
B0037,FB753,17,C
B0065,FB753,17,F
B0037,FB1173,17,C
B0065,FB1173,17,F
B0037,FB290,17,C
B0065,FB290,17,F
B0037,FB428,17,C
B0065,FB428,17,F
B0037,FB14,21,C
B0065,FB14,21,F
B0037,FB585,21,C
B0065,FB585,21,F
B0037,FB590,21,C
B0065,FB590,21,F
B0037,FB67,21,C
B0065,FB67,21,F
B0037,FB70,21,C
B0065,FB70,21,F
B0037,FB533,22,C
B0065,FB533,22,F
B0037,FB1621,22,C
B0065,FB1621,22,F
B0037,FB1622,22,C
B0065,FB1622,22,F
B0037,FB538,22,C
B0065,FB538,22,F
B0037,FB599,22,C
B0065,FB599,22,F
B0037,FB590,23,C
B0065,FB590,23,F
B0037,FB27,23,C
B0065,FB27,23,F
B0037,FB1141,26,C
B0065,FB1141,26,F
B0037,FB780,26,C
B0065,FB780,26,F
B0038,FB1731,7,C
B0066,FB1731,7,F
B0038,FB1734,7,C
B0066,FB1734,7,F
B0038,FB2176,11,C
B0066,FB2176,11,F
B0038,FB455,11,C
B0066,FB455,11,F
B0038,FB982,12,C
B0066,FB982,12,F
B0038,FB33,12,C
B0066,FB33,12,F
B0038,FB18,16,C
B0066,FB18,16,F
B0038,FB63,16,C
B0066,FB63,16,F
B0038,FB290,16,C
B0066,FB290,16,F
B0038,FB428,16,C
B0066,FB428,16,F
B0038,FB421,19,C
B0066,FB421,19,F
B0038,FB248,19,C
B0066,FB248,19,F
B0038,FB627,19,C
B0066,FB627,19,F
B0038,FB620,20,C
B0066,FB620,20,F
B0038,FB567,20,C
B0066,FB567,20,F
B0038,FB1606,21,C
B0066,FB1606,21,F
B0038,FB1165,21,C
B0066,FB1165,21,F
B0038,FB1166,21,C
B0066,FB1166,21,F
B0038,FB1731,27,C
B0066,FB1731,27,F
B0038,FB1872,27,C
B0066,FB1872,27,F
B0038,FB786,27,C
B0066,FB786,27,F
B0039,FB20,7,C
B0067,FB20,7,F
B0039,FB623,7,C
B0067,FB623,7,F
B0039,FB626,7,C
B0067,FB626,7,F
B0039,FB265,7,C
B0067,FB265,7,F
B0039,FB270,7,C
B0067,FB270,7,F
B0039,FB17,8,C
B0067,FB17,8,F
B0039,FB22,8,C
B0067,FB22,8,F
B0039,FB25,8,C
B0067,FB25,8,F
B0039,FB765,11,C
B0067,FB765,11,F
B0039,FB1868,11,C
B0067,FB1868,11,F
B0039,FB526,11,C
B0067,FB526,11,F
B0039,FB541,14,C
B0067,FB541,14,F
B0039,FB544,14,C
B0067,FB544,14,F
B0039,FB2176,18,C
B0067,FB2176,18,F
B0039,FB25,18,C
B0067,FB25,18,F
B0039,FB1167,21,C
B0067,FB1167,21,F
B0039,FB1168,21,C
B0067,FB1168,21,F
B0040,FB1141,7,C
B0068,FB1141,7,F
B0040,FB780,7,C
B0068,FB780,7,F
B0040,FB16,18,C
B0068,FB16,18,F
B0040,FB997,18,C
B0068,FB997,18,F
B0040,FB998,18,C
B0068,FB998,18,F
B0040,FB657,18,C
B0068,FB657,18,F
B0040,FB652,19,C
B0068,FB652,19,F
B0040,FB31,19,C
B0068,FB31,19,F
B0040,FB412,22,C
B0068,FB412,22,F
B0040,FB245,22,C
B0068,FB245,22,F
B0040,FB289,22,C
B0068,FB289,22,F
B0040,FB68,22,C
B0068,FB68,22,F
B0040,FB85,22,C
B0068,FB85,22,F
B0040,FB492,23,C
B0068,FB492,23,F
B0040,FB383,23,C
B0068,FB383,23,F
B0040,FB386,23,C
B0068,FB386,23,F
B0040,FB475,23,C
B0068,FB475,23,F
B0040,FB8558,24,C
B0068,FB8558,24,F
B0040,FB661,24,C
B0068,FB661,24,F
B0040,FB664,24,C
B0068,FB664,24,F
B0040,FB609,24,C
B0068,FB609,24,F
B0040,FB602,25,C
B0068,FB602,25,F
B0040,FB753,25,C
B0068,FB753,25,F
B0040,FB1173,25,C
B0068,FB1173,25,F
B0040,FB290,25,C
B0068,FB290,25,F
B0040,FB428,25,C
B0068,FB428,25,F
B0041,FB1731,8,C
B0069,FB1731,8,F
B0041,FB1734,8,C
B0069,FB1734,8,F
B0041,FB765,18,C
B0069,FB765,18,F
B0041,FB1868,18,C
B0069,FB1868,18,F
B0041,FB526,18,C
B0069,FB526,18,F
B0041,FB1731,21,C
B0069,FB1731,21,F
B0041,FB1734,21,C
B0069,FB1734,21,F
B0042,FB421,8,C
B0070,FB421,8,F
B0042,FB248,8,C
B0070,FB248,8,F
B0042,FB397,8,C
B0070,FB397,8,F
B0042,FB400,8,C
B0070,FB400,8,F
B0042,FB697,9,C
B0070,FB697,9,F
B0042,FB700,9,C
B0070,FB700,9,F
B0042,FB79,9,C
B0070,FB79,9,F
B0042,FB1693,10,C
B0070,FB1693,10,F
B0042,FB1872,10,C
B0070,FB1872,10,F
B0042,FB786,10,C
B0070,FB786,10,F
B0042,FB1731,19,C
B0070,FB1731,19,F
B0042,FB764,19,C
B0070,FB764,19,F
B0042,FB541,22,C
B0070,FB541,22,F
B0042,FB544,22,C
B0070,FB544,22,F
B0043,FB421,9,C
B0071,FB421,9,F
B0043,FB248,9,C
B0071,FB248,9,F
B0043,FB25,9,C
B0071,FB25,9,F
B0043,FB731,21,C
B0071,FB731,21,F
B0043,FB734,21,C
B0071,FB734,21,F
B0044,FB1731,9,C
B0072,FB1731,9,F
B0044,FB1734,9,C
B0072,FB1734,9,F
B0044,FB1167,22,C
B0072,FB1167,22,F
B0044,FB1168,22,C
B0072,FB1168,22,F
B0005,FB16,22,C
B0006,FB16,22,F
B0005,FB71,22,C
B0006,FB71,22,F
B0005,FB52,23,C
B0006,FB52,23,F
B0005,FB297,23,C
B0006,FB297,23,F
B0005,FB298,23,C
B0006,FB298,23,F
B0005,FB297,24,C
B0006,FB297,24,F
B0005,FB298,24,C
B0006,FB298,24,F
B0005,FB81,24,C
B0006,FB81,24,F
B0005,FB1693,25,C
B0006,FB1693,25,F
B0005,FB1872,25,C
B0006,FB1872,25,F
B0005,FB786,25,C
B0006,FB786,25,F
B0007,FB1795,22,C
B0008,FB1795,22,F
B0007,FB1796,22,C
B0008,FB1796,22,F
B0118,FB89,3,C
B0340,FB89,3,F
B0118,FB1748,3,C
B0340,FB1748,3,F
B0118,FB30,3,C
B0340,FB30,3,F
B0118,FB239,6,C
B0340,FB239,6,F
B0118,FB244,6,C
B0340,FB244,6,F
B0118,FB89,9,C
B0340,FB89,9,F
B0118,FB1748,9,C
B0340,FB1748,9,F
B0118,FB30,9,C
B0340,FB30,9,F
B0118,FB411,12,C
B0340,FB411,12,F
B0118,FB763,12,C
B0340,FB763,12,F
B0118,FB764,12,C
B0340,FB764,12,F
B0118,FB28,12,C
B0340,FB28,12,F
B0118,FB89,15,C
B0340,FB89,15,F
B0118,FB1748,15,C
B0340,FB1748,15,F
B0118,FB30,15,C
B0340,FB30,15,F
B0118,FB985,18,C
B0340,FB985,18,F
B0118,FB96,18,C
B0340,FB96,18,F
B0118,FB89,21,C
B0340,FB89,21,F
B0118,FB1748,21,C
B0340,FB1748,21,F
B0118,FB30,21,C
B0340,FB30,21,F
B0118,FB239,24,C
B0340,FB239,24,F
B0118,FB244,24,C
B0340,FB244,24,F
B0118,FB89,27,C
B0340,FB89,27,F
B0118,FB1748,27,C
B0340,FB1748,27,F
B0118,FB30,27,C
B0340,FB30,27,F
B0118,FB239,30,C
B0340,FB239,30,F
B0118,FB244,30,C
B0340,FB244,30,F
B0119,FB985,3,C
B0341,FB985,3,F
B0119,FB96,3,C
B0341,FB96,3,F
B0119,FB985,6,C
B0341,FB985,6,F
B0119,FB96,6,C
B0341,FB96,6,F
B0119,FB985,9,C
B0341,FB985,9,F
B0119,FB96,9,C
B0341,FB96,9,F
B0119,FB239,12,C
B0341,FB239,12,F
B0119,FB244,12,C
B0341,FB244,12,F
B0119,FB411,15,C
B0341,FB411,15,F
B0119,FB763,15,C
B0341,FB763,15,F
B0119,FB764,15,C
B0341,FB764,15,F
B0119,FB767,15,C
B0341,FB767,15,F
B0119,FB1000,16,C
B0341,FB1000,16,F
B0119,FB993,16,C
B0341,FB993,16,F
B0119,FB994,16,C
B0341,FB994,16,F
B0119,FB89,19,C
B0341,FB89,19,F
B0119,FB1748,19,C
B0341,FB1748,19,F
B0119,FB30,19,C
B0341,FB30,19,F
B0119,FB239,22,C
B0341,FB239,22,F
B0119,FB244,22,C
B0341,FB244,22,F
B0119,FB89,25,C
B0341,FB89,25,F
B0119,FB1748,25,C
B0341,FB1748,25,F
B0119,FB547,25,C
B0341,FB547,25,F
B0119,FB550,25,C
B0341,FB550,25,F
B0119,FB94,26,C
B0341,FB94,26,F
B0119,FB281,26,C
B0341,FB281,26,F
B0119,FB282,26,C
B0341,FB282,26,F
B0119,FB89,29,C
B0341,FB89,29,F
B0119,FB1748,29,C
B0341,FB1748,29,F
B0119,FB30,29,C
B0341,FB30,29,F
B0120,FB411,3,C
B0342,FB411,3,F
B0120,FB763,3,C
B0342,FB763,3,F
B0120,FB764,3,C
B0342,FB764,3,F
B0120,FB28,3,C
B0342,FB28,3,F
B0120,FB411,6,C
B0342,FB411,6,F
B0120,FB763,6,C
B0342,FB763,6,F
B0120,FB1206,6,C
B0342,FB1206,6,F
B0120,FB2144,6,C
B0342,FB2144,6,F
B0120,FB239,9,C
B0342,FB239,9,F
B0120,FB244,9,C
B0342,FB244,9,F
B0120,FB985,12,C
B0342,FB985,12,F
B0120,FB96,12,C
B0342,FB96,12,F
B0120,FB239,15,C
B0342,FB239,15,F
B0120,FB244,15,C
B0342,FB244,15,F
B0120,FB411,18,C
B0342,FB411,18,F
B0120,FB763,18,C
B0342,FB763,18,F
B0120,FB764,18,C
B0342,FB764,18,F
B0120,FB767,18,C
B0342,FB767,18,F
B0120,FB1200,19,C
B0342,FB1200,19,F
B0120,FB246,19,C
B0342,FB246,19,F
B0120,FB411,22,C
B0342,FB411,22,F
B0120,FB763,22,C
B0342,FB763,22,F
B0120,FB1206,22,C
B0342,FB1206,22,F
B0120,FB256,22,C
B0342,FB256,22,F
B0120,FB239,25,C
B0342,FB239,25,F
B0120,FB244,25,C
B0342,FB244,25,F
B0120,FB411,28,C
B0342,FB411,28,F
B0120,FB763,28,C
B0342,FB763,28,F
B0120,FB1206,28,C
B0342,FB1206,28,F
B0120,FB2144,28,C
B0342,FB2144,28,F
B0120,FB89,31,C
B0342,FB89,31,F
B0120,FB1748,31,C
B0342,FB1748,31,F
B0120,FB30,31,C
B0342,FB30,31,F
B0121,FB239,3,C
B0343,FB239,3,F
B0121,FB244,3,C
B0343,FB244,3,F
B0121,FB293,6,C
B0343,FB293,6,F
B0121,FB294,6,C
B0343,FB294,6,F
B0121,FB411,9,C
B0343,FB411,9,F
B0121,FB763,9,C
B0343,FB763,9,F
B0121,FB764,9,C
B0343,FB764,9,F
B0121,FB28,9,C
B0343,FB28,9,F
B0121,FB993,12,C
B0343,FB993,12,F
B0121,FB994,12,C
B0343,FB994,12,F
B0121,FB985,15,C
B0343,FB985,15,F
B0121,FB96,15,C
B0343,FB96,15,F
B0121,FB239,18,C
B0343,FB239,18,F
B0121,FB244,18,C
B0343,FB244,18,F
B0121,FB411,21,C
B0343,FB411,21,F
B0121,FB763,21,C
B0343,FB763,21,F
B0121,FB1206,21,C
B0343,FB1206,21,F
B0121,FB2144,21,C
B0343,FB2144,21,F
B0121,FB985,24,C
B0343,FB985,24,F
B0121,FB96,24,C
B0343,FB96,24,F
B0121,FB239,27,C
B0343,FB239,27,F
B0121,FB244,27,C
B0343,FB244,27,F
B0121,FB411,30,C
B0343,FB411,30,F
B0121,FB763,30,C
B0343,FB763,30,F
B0121,FB764,30,C
B0343,FB764,30,F
B0121,FB767,30,C
B0343,FB767,30,F
B0121,FB1000,31,C
B0343,FB1000,31,F
B0121,FB293,31,C
B0343,FB293,31,F
B0121,FB294,31,C
B0343,FB294,31,F
B0122,FB993,3,C
B0344,FB993,3,F
B0122,FB994,3,C
B0344,FB994,3,F
B0122,FB993,6,C
B0344,FB993,6,F
B0122,FB994,6,C
B0344,FB994,6,F
B0122,FB293,9,C
B0344,FB293,9,F
B0122,FB294,9,C
B0344,FB294,9,F
B0122,FB293,12,C
B0344,FB293,12,F
B0122,FB294,12,C
B0344,FB294,12,F
B0122,FB293,15,C
B0344,FB293,15,F
B0122,FB294,15,C
B0344,FB294,15,F
B0122,FB993,18,C
B0344,FB993,18,F
B0122,FB994,18,C
B0344,FB994,18,F
B0122,FB985,21,C
B0344,FB985,21,F
B0122,FB96,21,C
B0344,FB96,21,F
B0122,FB411,24,C
B0344,FB411,24,F
B0122,FB763,24,C
B0344,FB763,24,F
B0122,FB1206,24,C
B0344,FB1206,24,F
B0122,FB256,24,C
B0344,FB256,24,F
B0122,FB985,27,C
B0344,FB985,27,F
B0122,FB96,27,C
B0344,FB96,27,F
B0122,FB985,30,C
B0344,FB985,30,F
B0122,FB96,30,C
B0344,FB96,30,F
B0123,FB619,3,C
B0345,FB619,3,F
B0123,FB622,3,C
B0345,FB622,3,F
B0123,FB619,6,C
B0345,FB619,6,F
B0123,FB622,6,C
B0345,FB622,6,F
B0123,FB619,9,C
B0345,FB619,9,F
B0123,FB622,9,C
B0345,FB622,9,F
B0123,FB619,12,C
B0345,FB619,12,F
B0123,FB622,12,C
B0345,FB622,12,F
B0123,FB993,15,C
B0345,FB993,15,F
B0123,FB994,15,C
B0345,FB994,15,F
B0123,FB619,18,C
B0345,FB619,18,F
B0123,FB622,18,C
B0345,FB622,18,F
B0123,FB239,21,C
B0345,FB239,21,F
B0123,FB244,21,C
B0345,FB244,21,F
B0123,FB993,24,C
B0345,FB993,24,F
B0123,FB994,24,C
B0345,FB994,24,F
B0123,FB411,27,C
B0345,FB411,27,F
B0123,FB763,27,C
B0345,FB763,27,F
B0123,FB764,27,C
B0345,FB764,27,F
B0123,FB767,27,C
B0345,FB767,27,F
B0123,FB1000,28,C
B0345,FB1000,28,F
B0123,FB293,28,C
B0345,FB293,28,F
B0123,FB294,28,C
B0345,FB294,28,F
B0123,FB239,31,C
B0345,FB239,31,F
B0123,FB244,31,C
B0345,FB244,31,F
B0124,FB381,3,C
B0346,FB381,3,F
B0124,FB384,3,C
B0346,FB384,3,F
B0124,FB381,6,C
B0346,FB381,6,F
B0124,FB384,6,C
B0346,FB384,6,F
B0124,FB381,9,C
B0346,FB381,9,F
B0124,FB384,9,C
B0346,FB384,9,F
B0124,FB381,12,C
B0346,FB381,12,F
B0124,FB384,12,C
B0346,FB384,12,F
B0124,FB619,15,C
B0346,FB619,15,F
B0124,FB622,15,C
B0346,FB622,15,F
B0124,FB381,18,C
B0346,FB381,18,F
B0124,FB384,18,C
B0346,FB384,18,F
B0124,FB993,21,C
B0346,FB993,21,F
B0124,FB994,21,C
B0346,FB994,21,F
B0124,FB293,24,C
B0346,FB293,24,F
B0124,FB294,24,C
B0346,FB294,24,F
B0124,FB293,27,C
B0346,FB293,27,F
B0124,FB294,27,C
B0346,FB294,27,F
B0124,FB293,30,C
B0346,FB293,30,F
B0124,FB294,30,C
B0346,FB294,30,F
B0125,FB393,3,C
B0347,FB393,3,F
B0125,FB396,3,C
B0347,FB396,3,F
B0125,FB393,6,C
B0347,FB393,6,F
B0125,FB396,6,C
B0347,FB396,6,F
B0125,FB393,9,C
B0347,FB393,9,F
B0125,FB396,9,C
B0347,FB396,9,F
B0125,FB393,12,C
B0347,FB393,12,F
B0125,FB396,12,C
B0347,FB396,12,F
B0125,FB381,15,C
B0347,FB381,15,F
B0125,FB384,15,C
B0347,FB384,15,F
B0125,FB393,18,C
B0347,FB393,18,F
B0125,FB396,18,C
B0347,FB396,18,F
B0125,FB293,21,C
B0347,FB293,21,F
B0125,FB294,21,C
B0347,FB294,21,F
B0125,FB619,24,C
B0347,FB619,24,F
B0125,FB622,24,C
B0347,FB622,24,F
B0125,FB993,27,C
B0347,FB993,27,F
B0125,FB994,27,C
B0347,FB994,27,F
B0125,FB993,30,C
B0347,FB993,30,F
B0125,FB994,30,C
B0347,FB994,30,F
B0126,FB51,3,C
B0348,FB51,3,F
B0126,FB54,3,C
B0348,FB54,3,F
B0126,FB13,6,C
B0348,FB13,6,F
B0126,FB18,6,C
B0348,FB18,6,F
B0126,FB671,9,C
B0348,FB671,9,F
B0126,FB674,9,C
B0348,FB674,9,F
B0126,FB51,12,C
B0348,FB51,12,F
B0126,FB54,12,C
B0348,FB54,12,F
B0126,FB393,15,C
B0348,FB393,15,F
B0126,FB396,15,C
B0348,FB396,15,F
B0126,FB13,18,C
B0348,FB13,18,F
B0126,FB18,18,C
B0348,FB18,18,F
B0126,FB619,21,C
B0348,FB619,21,F
B0126,FB622,21,C
B0348,FB622,21,F
B0126,FB381,24,C
B0348,FB381,24,F
B0126,FB384,24,C
B0348,FB384,24,F
B0126,FB619,27,C
B0348,FB619,27,F
B0126,FB622,27,C
B0348,FB622,27,F
B0126,FB619,30,C
B0348,FB619,30,F
B0126,FB622,30,C
B0348,FB622,30,F
B0127,FB671,3,C
B0349,FB671,3,F
B0127,FB674,3,C
B0349,FB674,3,F
B0127,FB671,6,C
B0349,FB671,6,F
B0127,FB674,6,C
B0349,FB674,6,F
B0127,FB51,9,C
B0349,FB51,9,F
B0127,FB54,9,C
B0349,FB54,9,F
B0127,FB13,12,C
B0349,FB13,12,F
B0127,FB18,12,C
B0349,FB18,12,F
B0127,FB13,15,C
B0349,FB13,15,F
B0127,FB1145,15,C
B0349,FB1145,15,F
B0127,FB742,15,C
B0349,FB742,15,F
B0127,FB671,18,C
B0349,FB671,18,F
B0127,FB674,18,C
B0349,FB674,18,F
B0127,FB381,21,C
B0349,FB381,21,F
B0127,FB384,21,C
B0349,FB384,21,F
B0127,FB393,24,C
B0349,FB393,24,F
B0127,FB396,24,C
B0349,FB396,24,F
B0127,FB381,27,C
B0349,FB381,27,F
B0127,FB384,27,C
B0349,FB384,27,F
B0127,FB381,30,C
B0349,FB381,30,F
B0127,FB384,30,C
B0349,FB384,30,F
B0128,FB583,3,C
B0350,FB583,3,F
B0128,FB584,3,C
B0350,FB584,3,F
B0128,FB51,6,C
B0350,FB51,6,F
B0128,FB54,6,C
B0350,FB54,6,F
B0128,FB13,9,C
B0350,FB13,9,F
B0128,FB18,9,C
B0350,FB18,9,F
B0128,FB583,12,C
B0350,FB583,12,F
B0128,FB584,12,C
B0350,FB584,12,F
B0128,FB51,15,C
B0350,FB51,15,F
B0128,FB54,15,C
B0350,FB54,15,F
B0128,FB51,18,C
B0350,FB51,18,F
B0128,FB54,18,C
B0350,FB54,18,F
B0128,FB393,21,C
B0350,FB393,21,F
B0128,FB396,21,C
B0350,FB396,21,F
B0128,FB671,24,C
B0350,FB671,24,F
B0128,FB674,24,C
B0350,FB674,24,F
B0128,FB393,27,C
B0350,FB393,27,F
B0128,FB396,27,C
B0350,FB396,27,F
B0128,FB393,30,C
B0350,FB393,30,F
B0128,FB396,30,C
B0350,FB396,30,F
B0129,FB93,3,C
B0351,FB93,3,F
B0129,FB523,3,C
B0351,FB523,3,F
B0129,FB1867,3,C
B0351,FB1867,3,F
B0129,FB766,3,C
B0351,FB766,3,F
B0129,FB737,3,C
B0351,FB737,3,F
B0129,FB732,4,C
B0351,FB732,4,F
B0129,FB735,4,C
B0351,FB735,4,F
B0129,FB1863,4,C
B0351,FB1863,4,F
B0129,FB1862,4,C
B0351,FB1862,4,F
B0129,FB684,4,C
B0351,FB684,4,F
B0129,FB89,7,C
B0351,FB89,7,F
B0129,FB1748,7,C
B0351,FB1748,7,F
B0129,FB30,7,C
B0351,FB30,7,F
B0129,FB239,10,C
B0351,FB239,10,F
B0129,FB244,10,C
B0351,FB244,10,F
B0129,FB89,13,C
B0351,FB89,13,F
B0129,FB1748,13,C
B0351,FB1748,13,F
B0129,FB30,13,C
B0351,FB30,13,F
B0129,FB239,16,C
B0351,FB239,16,F
B0129,FB244,16,C
B0351,FB244,16,F
B0129,FB239,19,C
B0351,FB239,19,F
B0129,FB244,19,C
B0351,FB244,19,F
B0129,FB985,22,C
B0351,FB985,22,F
B0129,FB96,22,C
B0351,FB96,22,F
B0129,FB411,25,C
B0351,FB411,25,F
B0129,FB763,25,C
B0351,FB763,25,F
B0129,FB1206,25,C
B0351,FB1206,25,F
B0129,FB256,25,C
B0351,FB256,25,F
B0129,FB239,28,C
B0351,FB239,28,F
B0129,FB244,28,C
B0351,FB244,28,F
B0129,FB985,31,C
B0351,FB985,31,F
B0129,FB96,31,C
B0351,FB96,31,F
B0130,FB241,3,C
B0352,FB241,3,F
B0130,FB1205,3,C
B0352,FB1205,3,F
B0130,FB1208,3,C
B0352,FB1208,3,F
B0130,FB258,3,C
B0352,FB258,3,F
B0130,FB651,6,C
B0352,FB651,6,F
B0130,FB654,6,C
B0352,FB654,6,F
B0130,FB583,9,C
B0352,FB583,9,F
B0130,FB584,9,C
B0352,FB584,9,F
B0130,FB651,12,C
B0352,FB651,12,F
B0130,FB654,12,C
B0352,FB654,12,F
B0130,FB93,15,C
B0352,FB93,15,F
B0130,FB1795,15,C
B0352,FB1795,15,F
B0130,FB1796,15,C
B0352,FB1796,15,F
B0130,FB990,15,C
B0352,FB990,15,F
B0130,FB93,18,C
B0352,FB93,18,F
B0130,FB523,18,C
B0352,FB523,18,F
B0130,FB1867,18,C
B0352,FB1867,18,F
B0130,FB766,18,C
B0352,FB766,18,F
B0130,FB737,18,C
B0352,FB737,18,F
B0130,FB732,19,C
B0352,FB732,19,F
B0130,FB735,19,C
B0352,FB735,19,F
B0130,FB1863,19,C
B0352,FB1863,19,F
B0130,FB1862,19,C
B0352,FB1862,19,F
B0130,FB684,19,C
B0352,FB684,19,F
B0130,FB993,22,C
B0352,FB993,22,F
B0130,FB994,22,C
B0352,FB994,22,F
B0130,FB985,25,C
B0352,FB985,25,F
B0130,FB96,25,C
B0352,FB96,25,F
B0130,FB985,28,C
B0352,FB985,28,F
B0130,FB96,28,C
B0352,FB96,28,F
B0130,FB993,31,C
B0352,FB993,31,F
B0130,FB994,31,C
B0352,FB994,31,F
B0131,FB451,3,C
B0353,FB451,3,F
B0131,FB454,3,C
B0353,FB454,3,F
B0131,FB241,6,C
B0353,FB241,6,F
B0131,FB1205,6,C
B0353,FB1205,6,F
B0131,FB1208,6,C
B0353,FB1208,6,F
B0131,FB258,6,C
B0353,FB258,6,F
B0131,FB651,9,C
B0353,FB651,9,F
B0131,FB654,9,C
B0353,FB654,9,F
B0131,FB451,12,C
B0353,FB451,12,F
B0131,FB454,12,C
B0353,FB454,12,F
B0131,FB583,15,C
B0353,FB583,15,F
B0131,FB584,15,C
B0353,FB584,15,F
B0131,FB651,18,C
B0353,FB651,18,F
